% 1. Title: Adversarial Recognition MNIST
% 
% 2. Sources:
%      (a) Creator: Melanie Ducoffe
%      (b) Date: March, 25, 2017
% 
@RELATION adversarial_fisher

@ATTRIBUTE pred0  NUMERIC
@ATTRIBUTE pred_min  NUMERIC
@ATTRIBUTE pred_max  NUMERIC
@ATTRIBUTE model_max  NUMERIC
@ATTRIBUTE ensemble_max  NUMERIC
@ATTRIBUTE class        {0, 1}
@DATA
0.424895,-0.145331,0.375103,0.999999,0.624896,0
0.358067,-0.252199,0.254173,0.999983,0.74581,0
0.15024,-0.0968661,0.114274,0.999985,0.885711,0
0.261902,-0.183298,0.187047,0.999993,0.812946,0
0.665107,-0.301487,0.572486,0.999991,0.427505,0
0.000434505,-0.000293295,0.000319958,0.999997,0.999677,0
0.35222,-0.247913,0.250191,0.999995,0.749804,0
0.412235,-0.288586,0.294323,0.999992,0.70567,0
0.0390502,-0.02554,0.0294548,0.99999,0.970535,0
2.27736e-06,-1.60975e-06,1.60933e-06,1.0,0.999998,0
0.000659313,-0.000295392,0.000558794,0.999995,0.999436,0
0.00815128,-0.00455585,0.00653636,0.999996,0.993459,0
0.0114808,-0.00374262,0.0102459,0.999989,0.989743,0
0.0154971,-0.00732846,0.0127525,0.99999,0.987238,0
0.0962839,-0.0584886,0.0747388,0.999995,0.925256,0
0.1341,-0.0948154,0.094831,0.999995,0.905164,0
0.196684,-0.134679,0.143098,0.999995,0.856896,0
0.0973842,-0.0532678,0.0779241,0.999991,0.922066,0
0.0784644,-0.0478748,0.0613791,0.999995,0.938616,0
4.19358e-05,-2.60741e-05,2.61028e-05,0.999969,0.999955,0
0.0281346,-0.0134371,0.0237821,0.999989,0.976207,0
0.000129351,-6.62277e-05,0.000106514,0.999997,0.999891,0
0.422214,-0.235796,0.335761,0.999991,0.664231,0
0.00121739,-0.00058799,0.00102931,0.999995,0.998966,0
0.482436,-0.330161,0.351324,0.999995,0.648671,0
0.012425,-0.008653,0.0089134,0.999992,0.991078,0
0.00487401,-0.00262505,0.00393933,0.999994,0.996054,0
0.00168611,-0.000743101,0.00143689,0.999992,0.998555,0
0.00146108,-0.000823614,0.00117886,0.999988,0.998809,0
0.0132581,-0.0089878,0.00973147,0.999994,0.990263,0
0.90012,-0.509365,0.717372,0.999993,0.509367,0
0.0495025,-0.0229777,0.0418835,0.999988,0.958104,0
0.00686503,-0.00472077,0.00498217,0.999995,0.995013,0
0.000859181,-0.000337169,0.000718832,0.999988,0.999269,0
0.00113198,-0.000350513,0.001019,0.999984,0.998965,0
0.411474,-0.290937,0.290976,1.0,0.709024,0
1.79496e-05,-1.01478e-05,1.42455e-05,1.0,0.999986,0
0.161518,-0.112952,0.115429,0.99999,0.88456,0
0.146401,-0.0995351,0.107132,0.999993,0.892861,0
0.93565,-0.659431,0.663757,0.999993,0.659436,0
0.0459522,-0.0300222,0.0345763,0.999996,0.96542,0
0.185995,-0.065265,0.161568,0.99999,0.838421,0
0.00366653,-0.00199326,0.00294214,0.99999,0.997048,0
0.517324,-0.295127,0.417188,0.999991,0.582803,0
0.00956332,-0.00657836,0.00693429,0.999991,0.993056,0
0.0151264,-0.0105282,0.0108594,0.999988,0.989128,0
0.846163,-0.440214,0.684679,0.999995,0.440218,0
0.00982098,-0.00678725,0.00709271,0.999992,0.992899,0
0.0105978,-0.00618902,0.00834507,0.999999,0.991654,0
0.0680561,-0.0356592,0.0561126,0.999985,0.943873,0
0.00322952,-0.00196546,0.00252932,0.999994,0.997464,0
0.0333661,-0.0169512,0.027779,0.999991,0.972212,0
0.000237236,-0.000113916,0.000202179,0.999996,0.999794,0
0.0111931,-0.00736169,0.00837904,0.99999,0.991611,0
0.0444161,-0.0231088,0.0364153,0.999994,0.963579,0
0.148769,-0.0891368,0.117596,0.999992,0.882396,0
0.0278715,-0.0148636,0.0227885,0.999992,0.977204,0
0.00263762,-0.00157104,0.00207704,0.999993,0.997916,0
0.103305,-0.0701399,0.075735,0.999994,0.924259,0
0.0364189,-0.0256208,0.0258822,0.999994,0.974111,0
0.0529763,-0.028673,0.0431024,0.999972,0.956869,0
0.0810277,-0.0572053,0.0573847,0.999995,0.94261,0
0.000657064,-0.000457978,0.000471056,0.999993,0.999522,0
0.00220076,-0.000970194,0.00179738,0.999991,0.998194,0
0.131315,-0.0691221,0.107013,0.999988,0.892975,0
0.189418,-0.127453,0.139706,0.999992,0.860286,0
1.36448e-06,-9.75863e-07,9.53674e-07,1.0,0.999999,0
0.00494261,-0.00345035,0.00353807,0.999996,0.996458,0
0.00102493,-0.000686776,0.000757515,0.999993,0.999236,0
0.0290079,-0.019747,0.0212272,0.999995,0.978768,0
6.59473e-06,-4.58956e-06,4.73509e-06,0.999993,0.999998,0
1.21422,-0.844269,0.872452,0.999993,0.844271,0
0.0148183,-0.00912071,0.0114807,0.99999,0.98851,0
0.0150149,-0.0103832,0.0108374,0.999987,0.98915,0
0.000372227,-0.000243222,0.000281036,0.99999,0.999708,0
0.277024,-0.193832,0.197883,0.999991,0.802108,0
0.000344652,-0.00014501,0.000295341,0.999999,0.999704,0
0.687988,-0.472615,0.499389,0.999993,0.500604,0
0.009566,-0.00667573,0.00684959,0.999993,0.993143,0
0.141347,-0.098602,0.101242,0.999994,0.898753,0
0.00319957,-0.00218677,0.00233257,0.999997,0.997664,0
0.00213219,-0.000929014,0.0018099,0.99999,0.998181,0
0.464879,-0.323203,0.333984,0.999997,0.666013,0
0.251532,-0.103452,0.205498,0.99999,0.794493,0
0.178139,-0.121755,0.129863,0.999993,0.87013,0
0.0716955,-0.0415059,0.0565202,0.999996,0.943475,0
0.00571434,-0.00388939,0.00417858,0.999994,0.995815,0
0.706977,-0.495634,0.504118,0.999993,0.495875,0
0.0013867,-0.000852202,0.00107211,0.999997,0.998925,0
0.0342055,-0.010172,0.030044,0.999992,0.969948,0
0.181486,-0.12718,0.129456,1.0,0.870544,0
0.58981,-0.409634,0.424168,0.999996,0.575828,0
1.39729,-0.984334,0.991693,0.999986,0.98434,0
0.264526,-0.146035,0.211089,0.999993,0.788905,0
0.695244,-0.343258,0.563192,0.999996,0.436803,0
0.533658,-0.373304,0.381312,0.999995,0.618684,0
0.0181242,-0.011538,0.0138328,0.999994,0.986161,0
0.0840031,-0.0424012,0.0701112,0.999993,0.929882,0
0.173312,-0.109153,0.133053,0.999991,0.866938,0
0.603311,-0.398777,0.449878,0.999987,0.550109,0
0.00104602,-0.000386905,0.000900388,1.0,0.999099,0
0.484964,-0.342919,0.342923,0.999992,0.657068,0
0.038275,-0.0199538,0.0308283,0.999994,0.969165,0
0.0342746,-0.0218508,0.0260909,0.999995,0.973904,0
0.218808,-0.137487,0.168745,0.999994,0.831249,0
0.214263,-0.132335,0.166747,0.999991,0.833244,0
0.053313,-0.0356581,0.0395327,0.999999,0.960467,0
0.279887,-0.196359,0.19943,0.999993,0.800563,0
0.0149902,-0.00723912,0.0127358,0.999993,0.987257,0
0.337234,-0.211404,0.259995,0.999993,0.739999,0
0.0308085,-0.0197395,0.0235255,0.999986,0.976461,0
0.258229,-0.0885926,0.226502,0.999992,0.773491,0
0.461749,-0.323928,0.329024,0.999991,0.670967,0
0.00946423,-0.00503143,0.00768286,0.999997,0.992314,0
0.732344,-0.421041,0.578321,0.999988,0.421667,0
0.00651566,-0.00459381,0.00462061,0.999997,0.995376,0
0.124748,-0.0877597,0.088657,0.999992,0.911336,0
0.0315422,-0.0218129,0.0227733,0.999991,0.977218,0
0.425252,-0.291323,0.309506,0.999995,0.690489,0
0.00659787,-0.00465281,0.00467789,0.999996,0.995318,0
0.0164552,-0.0115435,0.0117256,0.999988,0.988262,0
0.000155432,-0.000104437,0.000114679,0.999989,0.999875,0
0.00374677,-0.00259325,0.00270349,0.999997,0.997293,0
0.176801,-0.107065,0.138263,0.999992,0.86173,0
0.316359,-0.211704,0.234364,0.999996,0.765632,0
0.022467,-0.015174,0.0165204,0.99999,0.98347,0
0.0197884,-0.0127703,0.0150458,0.999992,0.984946,0
0.264698,-0.18697,0.18737,0.999992,0.812622,0
0.677994,-0.292475,0.555907,0.999997,0.444091,0
0.0220119,-0.0155707,0.0155588,0.999984,0.984425,0
0.030903,-0.0217361,0.0219662,0.999993,0.978026,0
0.00135448,-0.000776062,0.00108683,0.999993,0.998906,0
0.0245331,-0.0158239,0.0186748,0.999991,0.981317,0
1.0279,-0.690022,0.758937,0.999997,0.690022,0
0.0025012,-0.00172538,0.0018093,0.999994,0.998185,0
0.109439,-0.0750798,0.0795661,0.999992,0.920426,0
0.937053,-0.662055,0.663137,0.999992,0.662055,0
0.0340352,-0.0207468,0.0266885,0.999991,0.973302,0
0.0259934,-0.0183417,0.0184184,0.999993,0.981575,0
0.00245121,-0.00161148,0.00184178,0.999996,0.998155,0
0.908217,-0.642194,0.642218,0.999993,0.642201,0
0.453783,-0.320381,0.321363,0.999997,0.678634,0
0.00047815,-0.000312859,0.000359893,0.999998,0.999639,0
0.338795,-0.203853,0.265002,0.999995,0.734993,0
0.00055917,-0.000386946,0.000403225,0.999988,0.999585,0
0.0218138,-0.0153128,0.0155343,0.999994,0.98446,0
0.0600645,-0.0422381,0.0427031,0.999994,0.95729,0
0.00804247,-0.00510753,0.00615931,0.99999,0.99383,0
0.120964,-0.0699896,0.0955725,0.999993,0.90442,0
0.00343684,-0.00128712,0.00295889,0.999995,0.997036,0
0.00137005,-0.000616318,0.00114107,0.999989,0.998847,0
0.329833,-0.201597,0.255649,0.999996,0.744347,0
0.000913755,-0.000607212,0.000680745,0.999996,0.999315,0
0.89498,-0.609334,0.654743,0.999993,0.609338,0
0.458201,-0.323968,0.324026,0.999997,0.675971,0
0.00407289,-0.00242363,0.00322348,0.999993,0.99677,0
0.559048,-0.382593,0.407175,0.999992,0.592818,0
0.0918168,-0.0641622,0.0656688,0.999996,0.934327,0
0.0199822,-0.00870509,0.0168521,0.999993,0.983141,0
0.0113602,-0.0079897,0.00807565,0.999993,0.991917,0
0.339296,-0.118731,0.292491,0.999993,0.707502,0
0.18925,-0.126483,0.140364,0.999993,0.85963,0
0.0289109,-0.0151069,0.0235477,0.999991,0.976444,0
0.791322,-0.337622,0.654917,0.999996,0.345079,0
0.0840395,-0.0510023,0.0654654,0.999994,0.934529,0
0.000516712,-0.000236664,0.000436604,1.0,0.999563,0
0.0361655,-0.0251036,0.0260211,0.999997,0.973976,0
0.000130299,-7.0479e-05,0.000107348,0.999993,0.999886,0
0.536101,-0.357498,0.398706,0.999989,0.601284,0
0.000264948,-0.000163681,0.000205994,0.99999,0.999784,0
0.0570003,-0.038327,0.042065,0.999993,0.957928,0
0.00130053,-0.00088709,0.000950158,0.999989,0.999039,0
0.0154908,-0.00908471,0.0124401,0.999991,0.987551,0
0.0140703,-0.00985831,0.0100384,0.999997,0.989959,0
0.255815,-0.175949,0.185501,0.999993,0.814492,0
0.0245686,-0.0161248,0.0184134,0.999994,0.981581,0
0.000202815,-9.05129e-05,0.000171006,0.999993,0.999822,0
0.108381,-0.0622588,0.0856625,0.999992,0.91433,0
0.00643687,-0.00408119,0.00495678,0.999992,0.995035,0
0.335595,-0.224479,0.248659,0.999996,0.751338,0
0.23285,-0.157333,0.171285,0.999983,0.828698,0
0.0587438,-0.041503,0.0415732,1.0,0.958427,0
0.513553,-0.347133,0.377432,0.999997,0.622565,0
0.00205576,-0.00135899,0.00153387,0.999996,0.998462,0
0.354853,-0.246284,0.255367,0.999995,0.744628,0
0.0364867,-0.0250842,0.0264767,0.999992,0.973515,0
0.345514,-0.15473,0.293766,0.999994,0.706228,0
0.164157,-0.0720102,0.133919,0.999995,0.866076,0
0.0095487,-0.00549937,0.00757086,0.999989,0.992418,0
0.00547498,-0.00357378,0.00412744,0.999993,0.995865,0
0.245665,-0.156479,0.187033,0.999995,0.812962,0
0.000165261,-9.98047e-05,0.000130355,0.999995,0.999865,0
0.0759427,-0.0455738,0.0596663,0.999991,0.940325,0
0.000222604,-0.000106205,0.000185907,0.999985,0.999799,0
0.000141883,-0.000100278,0.000100374,1.0,0.9999,0
0.269351,-0.127641,0.219384,0.999992,0.780609,0
0.0531914,-0.0345823,0.0400694,0.999996,0.959926,0
0.0031667,-0.00214718,0.00232399,0.999994,0.99767,0
0.000104276,-7.25619e-05,7.48634e-05,1.0,0.999925,0
2.13006e-05,-1.13035e-05,1.74642e-05,0.999993,0.999976,0
0.0154874,-0.0109161,0.010986,0.999986,0.989,0
0.577258,-0.394424,0.420699,0.999993,0.579294,0
0.0353516,-0.0247383,0.0252488,0.999996,0.974747,0
0.00108056,-0.000751772,0.000775993,0.999996,0.99922,0
0.81086,-0.573033,0.573696,0.999993,0.573035,0
0.200945,-0.136092,0.147474,0.999994,0.85252,0
0.0267835,-0.0172264,0.0202926,0.999997,0.979704,0
0.18261,-0.119609,0.137065,0.999985,0.86292,0
0.0150037,-0.00781616,0.0122268,0.999992,0.987765,0
0.311902,-0.22021,0.220885,1.0,0.779115,0
0.0122731,-0.00847453,0.00887161,0.999994,0.991122,0
0.48831,-0.341356,0.349128,0.999988,0.65086,0
0.000810219,-0.000390567,0.000669897,0.999999,0.999329,0
0.0966599,-0.06674,0.0698672,0.999995,0.930128,0
0.00749062,-0.00290698,0.00637382,0.99999,0.993616,0
0.0562061,-0.0324329,0.0451735,0.999996,0.954822,0
0.0242184,-0.0170978,0.0171521,1.0,0.982848,0
0.275049,-0.179189,0.206924,0.99997,0.793046,0
0.0495387,-0.0344208,0.0356138,0.999995,0.964381,0
0.136144,-0.0600394,0.111714,0.999995,0.88828,0
0.270778,-0.124953,0.228751,0.99999,0.771239,0
0.480996,-0.326335,0.352744,0.999992,0.647248,0
0.0403321,-0.0245724,0.0313252,0.999991,0.968666,0
0.530781,-0.30417,0.419667,0.999994,0.580327,0
0.443585,-0.312996,0.314325,0.999994,0.685669,0
0.558052,-0.216808,0.48161,0.999966,0.518356,0
0.00110414,-0.00073835,0.000818074,1.0,0.999181,0
5.31929e-05,-3.71189e-05,3.80874e-05,0.999996,0.999958,0
0.0218555,-0.0126649,0.0172867,0.999993,0.982706,0
0.815558,-0.284304,0.711695,0.999991,0.288296,0
0.00488523,-0.00324614,0.00363272,0.999993,0.99636,0
0.000827102,-0.000450114,0.000683248,0.999993,0.99931,0
0.58843,-0.277505,0.481185,0.999992,0.518807,0
0.513812,-0.363157,0.363483,0.999995,0.636512,0
0.107749,-0.0653833,0.0842121,0.999991,0.915779,0
0.00124702,-0.000872866,0.000890434,0.999991,0.999101,0
0.238669,-0.151511,0.182059,0.999987,0.817927,0
0.00214673,-0.00143118,0.00159705,0.999993,0.998396,0
0.208132,-0.0747252,0.182818,0.999987,0.81717,0
0.0125783,-0.00670766,0.010117,0.999992,0.989875,0
0.00961084,-0.00671586,0.00687438,0.999995,0.993121,0
0.0509139,-0.015321,0.044073,0.999995,0.955922,0
0.00430145,-0.00271114,0.00330645,0.999995,0.996688,0
0.00379087,-0.00190321,0.0031417,0.999994,0.996852,0
0.124273,-0.0503987,0.102559,0.99999,0.897431,0
1.33759,-0.945181,0.946457,0.999996,0.945185,0
0.0887725,-0.0523061,0.069608,0.999998,0.93039,0
0.475072,-0.335919,0.335935,0.999995,0.66406,0
0.00752954,-0.00426197,0.00599813,0.999997,0.993999,0
0.692207,-0.486231,0.492656,0.999991,0.507334,0
0.111904,-0.0687605,0.0873278,0.999994,0.912666,0
0.00342961,-0.00220883,0.00261158,0.999996,0.997384,0
0.0250564,-0.012935,0.0203424,0.999995,0.979653,0
0.0508265,-0.0302094,0.0403538,0.999992,0.959638,0
0.898851,-0.61563,0.654183,0.999994,0.615635,0
0.00537023,-0.00300518,0.00437522,0.999995,0.995619,0
0.15426,-0.09571,0.118862,0.999993,0.881131,0
0.347855,-0.154583,0.291374,0.99999,0.708616,0
0.43895,-0.308968,0.311792,0.999996,0.688204,0
0.424596,-0.217642,0.345697,0.99995,0.654253,0
0.0100753,-0.00521873,0.00830036,0.999987,0.991687,0
0.00414202,-0.00266072,0.00313938,1.0,0.996861,0
0.000881341,-0.000427769,0.000750244,0.999982,0.999231,0
0.118103,-0.0792134,0.0872595,0.999994,0.912734,0
0.00782679,-0.00535142,0.0057078,0.999996,0.994288,0
0.337589,-0.238049,0.239371,0.999992,0.760621,0
0.00637916,-0.00391091,0.00500506,0.999996,0.994991,0
0.107728,-0.0760602,0.0762896,0.999993,0.923703,0
0.00902051,-0.00396118,0.00779539,0.999995,0.9922,0
0.472309,-0.320492,0.346486,0.999988,0.653502,0
0.0175891,-0.00768052,0.0150123,0.999994,0.984982,0
0.0144995,-0.00496156,0.0127735,0.999988,0.987214,0
0.105518,-0.0708725,0.0780406,0.999994,0.921953,0
0.00103189,-0.000625365,0.000811458,0.999992,0.99918,0
0.146544,-0.0824258,0.117924,0.999994,0.88207,0
0.0317288,-0.0199792,0.0244414,0.999988,0.975546,0
0.0156322,-0.0109447,0.0111606,0.999996,0.988836,0
0.281257,-0.164743,0.222484,0.999991,0.777507,0
0.289308,-0.203529,0.205603,0.999994,0.794391,0
0.00695875,-0.00414797,0.00555432,0.999993,0.994439,0
0.000717518,-0.000357833,0.000582039,0.999997,0.999415,0
0.134983,-0.09103,0.0994952,0.999991,0.900495,0
0.0625353,-0.0441114,0.0443262,0.999996,0.95567,0
0.000869581,-0.000367658,0.000742614,0.999993,0.99925,0
0.0179066,-0.00701119,0.0156085,0.999992,0.984384,0
0.0022836,-0.000745001,0.0020051,0.999992,0.997987,0
0.0305327,-0.0145431,0.02501,0.999991,0.974981,0
0.00193819,-0.000683361,0.00170553,0.999996,0.998291,0
0.110718,-0.0772953,0.0792591,0.999991,0.920732,0
0.29774,-0.198675,0.221076,0.999989,0.778913,0
0.0168743,-0.0108185,0.0128998,0.999998,0.987099,0
0.749128,-0.524243,0.535019,0.999991,0.524249,0
0.406485,-0.28497,0.28984,0.999986,0.710146,0
0.118732,-0.0839405,0.0839722,0.999991,0.916019,0
0.00600636,-0.00284277,0.00495154,0.999993,0.995041,0
0.00589798,-0.00260893,0.00500023,0.999991,0.99499,0
0.000657536,-0.00041644,0.000505626,0.999993,0.999488,0
0.807883,-0.565398,0.576955,0.999991,0.5654,0
0.291996,-0.0967368,0.255448,0.99999,0.744543,0
0.151243,-0.0628195,0.124147,0.99999,0.875842,0
0.58065,-0.405111,0.415851,0.999994,0.584143,0
0.0409257,-0.0288001,0.0290759,0.999993,0.970917,0
0.10402,-0.0570414,0.0841958,0.999992,0.915796,0
0.028589,-0.0186888,0.0215719,0.999987,0.978415,0
0.00195807,-0.000836206,0.00167871,0.999997,0.998319,0
0.0187391,-0.0130791,0.013417,0.999988,0.986571,0
0.00560639,-0.00341676,0.00436968,0.999991,0.995621,0
0.0296042,-0.0148989,0.0248366,0.999949,0.975113,0
0.507313,-0.33223,0.380361,0.999995,0.619635,0
0.168521,-0.118247,0.120061,0.999999,0.879938,0
0.0397457,-0.0158942,0.0339852,0.999996,0.966011,0
0.00675665,-0.00278628,0.00563645,0.999991,0.994354,0
0.19821,-0.139864,0.140445,0.999993,0.859548,0
0.634745,-0.36251,0.502088,0.999994,0.497906,0
0.563774,-0.398511,0.398786,0.999996,0.60121,0
0.0749938,-0.0229889,0.0670264,0.99999,0.932963,0
0.0218577,-0.0154394,0.0154721,0.999994,0.984522,0
0.160032,-0.0973882,0.124295,0.999999,0.875704,0
0.553139,-0.38804,0.394174,1.0,0.605826,0
0.366745,-0.25885,0.259804,1.0,0.740196,0
0.0192851,-0.01202,0.0149869,0.999989,0.985002,0
0.308097,-0.148981,0.253032,1.0,0.746968,0
0.173003,-0.122073,0.122589,0.999992,0.877403,0
0.406428,-0.286241,0.288521,1.0,0.711479,0
0.913238,-0.642255,0.649214,0.99999,0.642258,0
0.00770829,-0.0050553,0.00579906,0.999993,0.994194,0
0.0554643,-0.0211531,0.0473111,0.999993,0.952682,0
0.0610725,-0.0297577,0.0507343,0.999994,0.94926,0
0.00453843,-0.00268868,0.00356561,0.999993,0.996428,0
0.0142752,-0.00449388,0.0124781,0.999992,0.987514,0
0.0539123,-0.0377382,0.0384979,0.999994,0.961496,0
0.133283,-0.0925262,0.0958825,0.999995,0.904112,0
3.24126e-06,-2.25863e-06,2.32458e-06,1.0,0.999998,0
0.00773122,-0.0048469,0.00596553,0.999961,0.993995,0
0.153872,-0.107719,0.109861,0.999996,0.890135,0
0.191593,-0.133945,0.136973,1.0,0.863026,0
0.0396713,-0.0273486,0.028706,0.999997,0.971291,0
0.855635,-0.604967,0.605083,0.999991,0.604975,0
0.10398,-0.0718424,0.0751317,0.999983,0.924852,0
0.00269493,-0.000922787,0.00237125,0.999995,0.997624,0
0.0115241,-0.0078869,0.00839603,0.999996,0.9916,0
1.27651,-0.805944,0.976673,0.999994,0.805947,0
0.000530817,-0.000251986,0.000431538,1.0,0.999568,0
0.178027,-0.0977367,0.144264,0.999992,0.855728,0
0.0537505,-0.0335274,0.0417628,0.99998,0.958217,0
0.0123023,-0.00827299,0.0090704,1.0,0.99093,0
0.00587919,-0.00371425,0.004511,1.0,0.995489,0
0.0360642,-0.0253453,0.025655,0.999995,0.97434,0
1.31853,-0.932341,0.932345,0.999996,0.932345,0
0.00128834,-0.000758111,0.00101513,0.999993,0.998978,0
0.0166686,-0.0116596,0.0119107,0.999993,0.988083,0
9.44064e-05,-4.8766e-05,7.74264e-05,0.999997,0.999919,0
0.000237797,-0.000104547,0.000203431,0.999993,0.99979,0
0.0127092,-0.0064733,0.010371,0.999993,0.989622,0
0.045502,-0.0319721,0.0323752,0.999992,0.967617,0
0.396896,-0.27984,0.281449,0.999992,0.718542,0
0.00648289,-0.00220475,0.00574166,0.99999,0.994249,0
0.0705226,-0.049554,0.050175,0.999994,0.949819,0
0.107998,-0.0687278,0.0826628,0.99996,0.917298,0
0.175682,-0.119568,0.128464,0.999995,0.871531,0
0.00555692,-0.0039089,0.00394946,1.0,0.996051,0
0.0129039,-0.00902923,0.00921762,0.999994,0.990776,0
0.000417626,-0.000295152,0.00029546,1.0,0.999705,0
0.219202,-0.15414,0.155845,0.999996,0.844151,0
1.12938,-0.443919,0.982184,0.999995,0.443923,0
0.773882,-0.546623,0.547809,0.999988,0.546629,0
0.682288,-0.320517,0.556596,0.999997,0.4434,0
0.0880973,-0.0568445,0.0667412,0.999993,0.933252,0
0.599405,-0.415165,0.432103,0.999991,0.567888,0
0.216638,-0.147439,0.158474,0.999996,0.841522,0
0.101553,-0.0712155,0.0723886,0.999995,0.927606,0
0.879733,-0.61955,0.624551,0.999997,0.619553,0
0.0307257,-0.0145483,0.0251272,0.999992,0.974865,0
3.06913e-06,-1.88785e-06,2.38419e-06,1.0,0.999998,0
0.00284946,-0.00198717,0.002042,0.999995,0.997953,0
1.03524e-08,-1.03117e-08,0.0,1.0,1.0,0
0.0128369,-0.00809078,0.00986433,0.999991,0.990127,0
0.555764,-0.389178,0.396718,0.999988,0.60327,0
0.287732,-0.19334,0.21249,0.999993,0.787504,0
0.00237903,-0.0013157,0.00190991,0.999994,0.998084,0
0.519329,-0.365442,0.368976,0.999998,0.631023,0
0.0260861,-0.0170356,0.0197105,0.999992,0.980282,0
0.181904,-0.11815,0.137114,0.999995,0.862881,0
0.221301,-0.155565,0.157393,0.999992,0.842599,0
0.0313048,-0.0216552,0.0225995,0.999996,0.977396,0
0.0242308,-0.0159549,0.0181964,0.999986,0.98179,0
0.574642,-0.405767,0.406898,0.999996,0.593098,0
0.542246,-0.38328,0.383571,0.999989,0.616418,0
0.447394,-0.278205,0.346861,0.999994,0.653133,0
0.32178,-0.198616,0.248545,0.99999,0.751445,0
0.212524,-0.14987,0.150681,0.999996,0.849314,0
0.00202005,-0.00136632,0.00148493,0.999994,0.998509,0
0.000163576,-6.00554e-05,0.000138819,0.999993,0.999855,0
0.00108386,-0.000706665,0.000816822,0.999996,0.999179,0
0.00501554,-0.00353813,0.00355488,0.999997,0.996442,0
0.00262632,-0.00138609,0.00216478,0.999996,0.997831,0
0.000361763,-0.000185699,0.000299096,0.999996,0.999697,0
0.00695704,-0.00395553,0.00566202,0.99999,0.994328,0
0.257336,-0.181809,0.182119,0.999994,0.817875,0
0.000789359,-0.000531374,0.000581563,1.0,0.999418,0
0.932068,-0.491882,0.751022,0.999982,0.491892,0
0.000306103,-0.000133676,0.000253439,0.999979,0.999726,0
0.00811527,-0.00559923,0.00587243,0.999995,0.994122,0
0.407368,-0.287899,0.288207,0.999992,0.711786,0
0.0668758,-0.0470526,0.0475208,0.99999,0.952469,0
0.486457,-0.343863,0.344091,0.999982,0.655891,0
0.0270177,-0.0179485,0.0200959,0.999991,0.979895,0
0.214812,-0.0818675,0.186202,0.999994,0.813791,0
0.105905,-0.0744878,0.0752816,0.999993,0.924712,0
0.0930727,-0.0583727,0.071727,0.999989,0.928262,0
0.931098,-0.658184,0.658588,0.999993,0.658188,0
0.801367,-0.565487,0.56781,0.999996,0.56549,0
0.00235949,-0.00118196,0.00193793,0.999993,0.998055,0
0.00651596,-0.00432748,0.00485319,0.999996,0.995143,0
0.477778,-0.326987,0.347845,0.99999,0.652144,0
0.0410211,-0.0263977,0.0313038,0.999996,0.968692,0
0.0097224,-0.00597392,0.00757545,0.999996,0.99242,0
0.372873,-0.263635,0.263686,0.999991,0.736305,0
0.0901524,-0.0632675,0.0642175,0.999994,0.935776,0
0.138525,-0.0599507,0.113885,0.99999,0.886106,0
0.00515435,-0.00294874,0.00415075,0.999994,0.995843,0
0.0393209,-0.0277445,0.0278634,0.999997,0.972134,0
0.658013,-0.398161,0.516463,0.999989,0.483526,0
0.340101,-0.157304,0.290293,0.999991,0.709698,0
0.621481,-0.434665,0.44416,0.999993,0.555833,0
0.33406,-0.169715,0.269966,0.999996,0.73003,0
0.000681111,-0.000401877,0.000541985,0.999993,0.999451,0
0.0493069,-0.0319687,0.0372887,0.999993,0.962705,0
0.772741,-0.306155,0.660793,0.99999,0.339197,0
0.00836242,-0.00588063,0.00594532,0.999994,0.994049,0
0.00495608,-0.00311279,0.00383395,0.999991,0.996157,0
0.237105,-0.164955,0.170238,0.999996,0.829758,0
0.41204,-0.281171,0.300723,0.999994,0.699271,0
0.0103094,-0.00519373,0.00841641,0.999989,0.991572,0
0.837751,-0.591028,0.593725,0.999997,0.591031,0
0.426174,-0.291871,0.310271,0.999991,0.68972,0
0.00220884,-0.000747298,0.00190902,0.999993,0.998084,0
0.213537,-0.146284,0.1553,0.999996,0.844695,0
0.00486994,-0.0027936,0.00391728,0.999992,0.996074,0
0.782489,-0.43749,0.627084,0.999991,0.437491,0
0.00959962,-0.0066208,0.0069437,0.999994,0.993051,0
0.014152,-0.0093424,0.0105788,0.999995,0.989416,0
0.0194708,-0.0135876,0.0139444,0.999995,0.986051,0
0.088738,-0.0608571,0.0644819,0.999992,0.93551,0
0.0019382,-0.00126599,0.00146312,0.99999,0.998527,0
0.917468,-0.643594,0.65379,0.999992,0.643599,0
0.0127769,-0.00888514,0.00917947,0.999993,0.990814,0
1.0709,-0.722619,0.788999,0.999994,0.722622,0
0.00527632,-0.00336787,0.00401396,0.999995,0.995981,0
0.00951931,-0.00657397,0.00687873,0.999995,0.993116,0
0.571191,-0.394502,0.412825,0.999993,0.587168,0
0.545849,-0.385849,0.386098,0.999991,0.613893,0
0.00199575,-0.000953953,0.00165349,0.999997,0.998344,0
0.00109884,-0.000504133,0.000948012,1.0,0.999052,0
0.0120998,-0.00653127,0.00983638,0.99999,0.990154,0
0.0395383,-0.0233154,0.0309952,1.0,0.969005,0
0.430376,-0.21154,0.350409,0.999995,0.649585,0
0.0153195,-0.00755026,0.0129009,0.999993,0.987092,0
0.0127821,-0.00897144,0.00910419,0.999991,0.990887,0
0.00102758,-0.000434051,0.000865281,0.999997,0.999132,0
0.0644579,-0.0391434,0.0502414,0.999994,0.949753,0
